Name,Address,Location,Cuisine,Top Dishes,Price for 2,Dining Rating,Dining Rating Count,Delivery Rating,Delivery Rating Count,Features
Manna's Biryani," Red Hills Road, Near Ambedkar Statue, Oragadam Ambattur, Chennai",Ambattur,"['Biryani', ' South Indian']",Invalid,300,3.2,10,4.1,107,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating']"
Food Factory," 12/4, Radha Nagar, Main Road, Velachery, Chennai",Velachery,"['South Indian', ' Chinese', ' Biryani', ' Fast Food', ' Beverages']",Invalid,450,None,Does not offer Dining,3.7,66,['Delivery Only']
Foodon Chettinad Family Restaurant," 1105, Poonamallee High Road,  Periyamet, Park Town, Chennai",Park Town,"['Chettinad', ' South Indian', ' Chinese']",Invalid,550,3,9,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Table reservation required']"
Mr. Restaurant," 15/34 Thirumangalam Road, Anna Nagar West, Chennai",Anna Nagar West,"['North Indian', ' Chinese']",Invalid,450,None,Does not offer Dining,4,180,['Home Delivery']
AI AFC," 476, Poonamallee High Road, Arumbakkam, Chennai",Arumbakkam,"['Chinese', ' North Indian', ' Fast Food', ' South Indian', ' Seafood', ' Beverages']",Invalid,600,3,10,3.9,38,"['Home Delivery', 'Indoor Seating']"
Sanjana Cool Zone & Snack Bar," 8, Noor Veeraswamy Road, Tirumurthy Nagar, Nungambakkam, Chennai",Nungambakkam,['Street Food'],Invalid,100,3.5,7,None,Does not offer Delivery,"['Takeaway Only', 'Standing Tables']"
Renuka Chettinad Unavagam," 22/86, 1st Main Road, Chinmaya Nagar, Virugambakkam, Chennai",Virugambakkam,"['North Indian', ' Chinese', ' South Indian', ' Chettinad', ' Biryani']",Invalid,400,3.2,11,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']"
Perambur Sandwich Shop," 15/1, Bharathi Road, 2nd street, Near Montfort school, Perambur, Chennai, Chennai",Perambur,"['Fast Food', ' Juices']",Invalid,250,3.5,5,None,Does not offer Delivery,"['Vegetarian Only', 'Indoor Seating']"
Al Zaroobi Restaurant," 78/1, Perambur, High Road, Jamalia, Perambur, Chennai",Perambur,"['North Indian', ' Chinese', ' Mughlai']",Invalid,600,3.3,9,None,Does not offer Delivery,['Indoor Seating']
Sri Balajee Bhavan," Opposite to Surya Hospital, Saligramam, Chennai",Saligramam,"['South Indian', ' North Indian', ' Chinese']",Invalid,500,3.3,9,None,Does not offer Delivery,"['Indoor Seating', 'Table Reservation Not Required']"
Mr. Falafel," 8, Angappa Naicken Street, Seethakadi Nagar, George Town, Chennai",George Town,"['Mediterranean', ' Arabian']",Invalid,300,3.3,7,None,Does not offer Delivery,['Takeaway Only']
Abbirami Hotels," Tamil Salai, Egmore, Chennai",Egmore,"['South Indian', ' North Indian', ' Chinese', ' Fast Food']",Invalid,400,3.5,6,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Vinod Food Bazaar," 14, Kamarajar Salai, Ramapuram, Chennai",Ramapuram,['Fast Food'],Invalid,300,3.2,7,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']"
Ever Green," SRM Back Gate, Potheri Javagreen Food Court, Potheri, Chennai",Potheri,"['Sandwich', ' Fast Food']",Invalid,200,3.4,10,None,Does not offer Delivery,"['Takeaway Only', 'Vegetarian Only']"
Spice Kitch 'N'," 6, MGR Salai, Near Perungudi Railway Station, Perungudi, Chennai",Perungudi,"['Chinese', ' Biryani']",Invalid,300,3.9,6,2.9,38,"['Home Delivery', 'Indoor Seating']"
Jigarthanda Junction," OMR Food Street, Navallur, Chennai",Navallur,"['Desserts', ' Beverages']",Invalid,150,3.6,9,None,Does not offer Delivery,"['Indoor Seating', 'Desserts and Bakes']"
Chiffons, Delivery Only,Egatoor,['Bakery'],Invalid,300,None,Does not offer Dining,None,Not enough Delivery Reviews,"['Delivery Only', 'Home Baker', 'Pre-Ordering Required', 'Desserts and Bakes']"
Oh My Shawarma," 1, Nilgiris Super Market, Pari Salai, Mogappair, Chennai",Mogappair,['Lebanese'],Invalid,150,None,Does not offer Dining,4,151,['Home Delivery']
Hotel Vijay," 3/17, Thirumalai Nagar, Natarajan Salai, Ramapuram, Chennai",Ramapuram,"['South Indian', ' North Indian', ' Chinese']",Invalid,200,3.2,8,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']"
The Daily Meal Shop," 70 A, 6th Street, Kumarswamy Nagar, Sholinganallur, Chennai",Sholinganallur,"['North Indian', ' Healthy Food']",Invalid,350,None,Does not offer Dining,3.5,110,['Delivery Only']
The Thick Shake," 7, Sanjay Gandhi Nagar, 200 Feet Road, Pallvaram, Chennai",Pallavaram,"['Sandwich', ' Fast Food', ' Beverages']",Invalid,250,3.3,5,3,142,"['Home Delivery', 'Indoor Seating']"
Fruits Lab," Choolaimedu High Rd, Minor Trustpuram, Choolaimedu, Chennai",Choolaimedu,['Juices'],Invalid,150,None,Not enough Dining Reviews,None,Does not offer Delivery,[]
Hotel Aachi," 5/327, Siruseri Main Road, Anuman Nagar, Thazhambur, Navallur, Chennai",Navallur,"['South Indian', ' Chinese']",Invalid,300,2.9,6,3.8,143,"['Home Delivery', 'Indoor Seating']"
Faizal Juice Park," 1/4, Nayadu Street, Ramapuram, Chennai",Ramapuram,"['Sandwich', ' Juices', ' Beverages']",Invalid,250,3,9,3.8,100,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Outdoor Seating']"
Maamisa Mall," 49, Jrcot, Virugambakkam, Chennai",Virugambakkam,"['South Indian', ' Seafood']",Invalid,250,None,None,None,None,['Takeaway Only']
K V Iyer Sweets And Savouries," 220, Mint Street, Park Town, Chennai",Park Town,"['Mithai', ' Street Food', ' Desserts']",Invalid,200,None,Does not offer Dining,3.9,78,"['Home Delivery', 'Standing Tables', 'Desserts and Bakes']"
Hotel Pandian," 15, Kenneth Lane, Egmore, Chennai",Egmore,"['South Indian', ' Chinese', ' North Indian', ' Desserts']",Invalid,600,None,Not enough Dining Reviews,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Table reservation required', 'Buffet']"
Hot Spot," 1/38, Vanniyar Street, Porur, Chennai",Porur,['Biryani'],Invalid,300,3.7,7,4.1,62,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Manpasand Chat," Door 1, Mettukuppam Main Road, Alwarthiru Nagar, Villivakkam Block, Thiruvallur, Chennai",Thiruvallur,['Street Food'],Invalid,200,None,Does not offer Dining,3.6,274,"['Home Delivery', 'Buffet']"
Simla Kitchen," 12th Street, Periyar Nagar, Opposite SRM Public School, GST Road, Chennai",GST Road,"['Pizza', ' Fast Food']",Invalid,400,None,Does not offer Dining,None,Not enough Delivery Reviews,['Home Delivery']
Ghulams Biryani," 33, Poonga Street, Sri Ram Nagar, Porur, Chennai",Porur,['Biryani'],Invalid,250,None,Does not offer Dining,None,Not enough Delivery Reviews,['Delivery Only']
4 Scoop Falooda," 7, OMR Food Street, Kandhanchavadi, Perungudi, Chennai",Perungudi,"['Ice Cream', ' Desserts', ' Fast Food']",Invalid,450,None,Does not offer Dining,3.3,75,"['Home Delivery', 'Desserts and Bakes']"
Nellai Hotel," 96, Kamarajar Salai, Anakaputhur, Pallavaram, Chennai",Pallavaram,"['South Indian', ' Chinese']",Invalid,300,3,7,3.8,112,"['Home Delivery', 'Indoor Seating']"
Iyentharaipetty," 4, Chitlapakkam Main Road, Shanmuga Nagar, Selaiyur, Chennai",Selaiyur,"['Biryani', ' South Indian', ' Chinese', ' Fast Food']",Invalid,200,3.2,8,3.7,353,"['Home Delivery', 'Indoor Seating']"
Barbeque House," 2, Annanur Railway Station Road, Annanur, Avadi, Chennai",Avadi,['BBQ'],Invalid,200,3.5,6,3,66,"['Home Delivery', 'Indoor Seating']"
Combo Land," 34, 3rd Floor, Rajiv Gandhi Salai, Egatoor, Chennai",Egatoor,['South Indian'],Invalid,200,None,Does not offer Dining,3.6,655,"['Breakfast', 'Home Delivery']"
Palaniammal Hotel," 35, Gangaiamman Koil Street, Jafferkhanpet, Ashok Nagar, Chennai",Ashok Nagar,"['Fast Food', ' South Indian']",Invalid,400,None,Does not offer Dining,3.5,54,['Home Delivery']
Namma Unavagam," 1A, Arcot Road, Ottagapalayam, Kannika Puram, Vadapalani, Chennai",Vadapalani,"['South Indian', ' Tamil']",Invalid,400,None,Not enough Dining Reviews,None,Does not offer Delivery,"['Breakfast', 'Indoor Seating']"
Insta Cafe," 2/74, Ward- 191, Pachaiamman Koil Street, Nesavalar Nagar, St. Thomas Mount Block, Medavakkam, Chennai",Medavakkam,"['Fast Food', ' Beverages']",Invalid,400,3.6,8,3.5,75,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Free Parking']"
Chai Talkies," 2/26, 1st Main Road, United India Colony, Kodambakkam, Chennai",Kodambakkam,"['Beverages', ' Street Food']",Invalid,200,None,Does not offer Dining,3.7,34,['Home Delivery']
Banana Leaf," 2, Muthemilnagar, 3rd Street, OMR Road, Karapakkam, Chennai",Karapakkam,"['South Indian', ' Biryani']",Invalid,200,3.3,9,3.8,24,"['Home Delivery', 'Indoor Seating']"
Thoothukudi Parottoz," Shop 4, College Road, Nanganallur, Chennai",Nanganallur,"['North Indian', ' South Indian', ' Biryani', ' Chinese', ' Chettinad']",Invalid,500,3.7,9,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']"
Mughal-E-Azam Biryani," Opposite Airtel Showroom, East Coast Road, Thiruvanmiyur, Chennai",Thiruvanmiyur,['Biryani'],Invalid,350,2.9,10,3.9,30,"['Home Delivery', 'Indoor Seating']"
Steamed & Fried," 2/138, Vengaivasal Main Road, Santhoshpuram, Medavakkam, Chennai",Medavakkam,"['Fast Food', ' South Indian', ' Lebanese', ' BBQ']",Invalid,400,3.1,10,3.9,48,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Outdoor Seating']"
Star Deluxe Biriyani," 63, Pantheon Road, Egmore, Chennai",Egmore,"['Chinese', ' North Indian']",Invalid,400,2,7,None,Not enough Delivery Reviews,"['Home Delivery', 'Catering Available', 'Indoor Seating']"
Tropicana Bar," Hotel Victoria, 3, Kenneth Lane, Egmore, Chennai","Hotel Victoria, Egmore","['Finger Food', ' Bar Food']",Invalid,1500,2.6,9,None,Does not offer Delivery,"['Full Bar Available', 'Live Entertainment', 'Catering Available', 'Nightlife', 'Indoor Seating']"
Mango And Tango," 30, Nungambakkam High Road, Nungambakkam, Chennai",Nungambakkam,"['Juices', ' Beverages']",Invalid,100,3,6,None,Does not offer Delivery,['Outdoor Seating']
Aqua Green Hotel - Silver Oak," 4/276, Ambattur ??Puzhal Road, Ambattur, Chennai",Ambattur,"['Chinese', ' South Indian', ' Tamil']",Invalid,450,2.8,6,3.5,93,"['Home Delivery', 'Indoor Seating']"
Keracho," 10 & 11, 4th Floor, Chennai Citi Centre, Dr. R K Salai, Mylapore, Chennai","Chennai Citi Centre, Mylapore","['Arabian', ' North Indian']",Invalid,600,3.5,7,None,Does not offer Delivery,"['Mall Parking', 'Indoor Seating']"
AL Naz Biriyani And Fast Food," 10, Big Street, Keelakattalai, Medavakkam, Chennai",Medavakkam,"['South Indian', ' Chinese', ' Biryani']",Invalid,250,3.4,8,3.8,54,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Kandhan Vilas Chettinad Mess," 164/5, Mangalam Colony, Anna Nagar East, Chennai",Anna Nagar East,"['Chinese', ' South Indian', ' Chettinad']",Invalid,350,2.6,8,3.5,134,"['Home Delivery', 'Indoor Seating']"
Snackers Trap," 8/230, 2nd Main Road, Vijayanagaram, Medavakkam, Chennai",Medavakkam,"['Sandwich', ' Momos', ' Pizza', ' Wraps', ' Burger', ' Fast Food', ' Beverages']",Invalid,500,3.2,5,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Free Parking']"
Avvai Nagar Fast food," 36/170, Avvai Nagar Road, Thiruvanmiyur, Chennai",Thiruvanmiyur,"['Chinese', ' Fast Food']",Invalid,250,3.3,8,3.9,69,"['Home Delivery', 'Indoor Seating']"
Just Cakes," Viduthalai Nagar, Kolathur, Chennai",Kolathur,['Bakery'],Invalid,300,None,Does not offer Dining,3.9,26,"['Home Delivery', 'Home Baker', 'Pre-Ordering Required', 'Desserts and Bakes']"
Black And White Cafe," 292, Chinnaman Kovil Street, Avadi, Chennai",Avadi,"['Fast Food', ' Street Food', ' Sandwich', ' Beverages']",Invalid,200,3.8,6,3.8,36,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Just Vegan by Avocado Care," 42 Giriappa Road, T. Nagar, Chennai",T. Nagar,"['Healthy Food', ' Beverages']",Invalid,350,None,Does not offer Dining,3.9,40,"['Breakfast', 'Home Delivery', 'Free Parking', 'Vegan Options']"
Meet Up," 4A, Sree Balaji Complex, 60 Feet Railway Station Road, Devi Nagar, Annanur, Avadi, Chennai",Avadi,['Fast Food'],Invalid,350,3,5,None,Not enough Delivery Reviews,"['Home Delivery', 'Outdoor Seating', 'Indoor Seating']"
Al Durbar Biriyani & Fast Food," 58/24, Poondhmalli Road, Ekkaduthangal, Chennai",Ekkaduthangal,"['Biryani', ' Seafood', ' Chinese']",Invalid,350,3.1,11,3.9,65,"['Home Delivery', 'Indoor Seating']"
The 99 Degree Kitchen," Orchids Springs Apartment, Water Canal Road, Opposite Right Side To Club House, Near Extension Part 6, Vanasakthi Nagar, Korattur, Ambattur, Chennai",Ambattur,"['South Indian', ' North Indian', ' Chinese', ' Fast Food']",Invalid,300,3.2,5,3.9,33,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Al Fatih Biryani," 66, Pillayar Kovil Street, Potheri, Chennai",Potheri,['Biryani'],Invalid,400,None,Does not offer Dining,3.8,315,['Delivery Only']
Puthan Aliyans," 8, South Gangai Amman Koil, 1st Street, Choolaimedu, Chennai, Chennai",Choolaimedu,"['Kerala', ' Mithai']",Invalid,300,3.3,12,None,Does not offer Delivery,['Takeaway Only']
Aksheyy Bhavan," Door 2, Sannathi Street, Parasakthi Nagar, Thiruverkadu, Ambattur, Chennai",Ambattur,"['South Indian', ' North Indian', ' Chinese']",Invalid,200,2.6,7,3.8,437,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
A R Yunus Briyani," 72, Masoodi Street, Saidapet, Chennai",Saidapet,"['Biryani', ' Chinese']",Invalid,300,3.2,6,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']"
Munchies," 4/1, Chand Complex, St. Patrick Church Road, St. Thomas Mount, Chennai",St. Thomas Mount,"['Street Food', ' Fast Food']",Invalid,200,None,Does not offer Dining,3.4,58,['Home Delivery']
Bee Active," 50, Seethammal Road, Teynampet, Chennai",Teynampet,"['Salad', ' Healthy Food']",Invalid,600,None,Does not offer Dining,3.8,97,['Home Delivery']
Lemon Juice Bar," 123A, 2nd Main Road, Thiruvalluvar Nagar, Thiruvanmiyur, Chennai",Thiruvanmiyur,"['Juices', ' Beverages', ' Fast Food']",Invalid,200,3.2,6,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']"
Momo's," 113/119, Sir Thiyagaraga Road, T. Nagar, Chennai",T. Nagar,['Momos'],Invalid,200,None,Does not offer Dining,4.6,390,"['Home Delivery', 'Standing Tables']"
Hi Five," 30/2, 2nd Street, Medawakkam, Kilpauk, Chennai",Kilpauk,"['Fast Food', ' Ice Cream', ' Beverages']",Invalid,500,3.5,7,3.6,106,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Sri Pandiyan Hotel," 37, Kundrathur Main Road, Mathananthapura, Porur, Chennai",Porur,"['South Indian', ' Chinese', ' Tamil']",Invalid,300,3.3,10,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']"
Bismillah Hotel," 5/90A, Pammal Main Rd, Pallavaram, Chennai",Pallavaram,['Biryani'],Invalid,200,2,4,None,Does not offer Delivery,['Indoor Seating']
Food @ Night," 5/141, Veeramani Salai, K C Nagar, Kandhanchavadi, Perungudi, Chennai",Perungudi,"['Chinese', ' Seafood', ' South Indian']",Invalid,300,None,Does not offer Dining,2.5,60,['Delivery Only']
Atchayas Chettinadu Hotel," 5, Nehru Main Road, Rmk Nagar, New Perungalathur, Vandalur, Chennai",Vandalur,"['Chettinad', ' Chinese', ' South Indian']",Invalid,300,3.7,8,3.6,329,"['Home Delivery', 'Indoor Seating']"
Munch O'Holics," 7A-79, Thillaiyadi Valliammai Nagar, Anna Nagar West, Chennai",Anna Nagar West,"['Fast Food', ' Desserts', ' Beverages']",Invalid,200,2.9,6,None,Not enough Delivery Reviews,"['Home Delivery', 'Outdoor Seating']"
Cheers Chennai," 181, ECR, Injambakkam, Chennai",Injambakkam,"['North Indian', ' Chinese', ' Mughlai']",Invalid,550,3.3,6,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']"
Upashana Hotels," 71, Nellukara Street, Kanchipuram",Kanchipuram District,['South Indian'],Invalid,350,3.5,10,None,Does not offer Delivery,"['Breakfast', 'Vegetarian Only', 'Indoor Seating']"
ECR Border Parotta," ECR Road, Mahabalipuram, Chennai",Mahabalipuram,"['North Indian', ' Chinese', ' South Indian', ' Beverages']",Invalid,450,3.5,6,None,Not enough Delivery Reviews,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Outdoor Seating']"
Bikerz Barbecue," 16/70, Kamaraj High Road, New Perungalathur, Tambaram, Chennai",Tambaram,"['BBQ', ' Lebanese']",Invalid,250,3.6,9,3.9,35,"['Home Delivery', 'Indoor Seating']"
Simply Andhra @fs," Pillaiyar Koil Street, Kanagam Periyar Nagar, Taramani, Chennai",Taramani,"['Biryani', ' North Indian']",Invalid,400,None,Does not offer Dining,3.7,355,['Home Delivery']
Desire Chettinadu Restaurant," 298/3, 15 Avenue, Ashok Nagar, Chennai",Ashok Nagar,"['North Indian', ' Biryani', ' Mughlai', ' Chinese']",Invalid,400,3.3,10,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']"
Bagheera Multicuisine Restaurant," 17, OCF, Gandhi Nagar Main Road, Avadi, Chennai",Avadi,"['North Indian', ' Chinese']",Invalid,550,3,9,None,Does not offer Delivery,['Indoor Seating']
Ameer Biryani," 5/208, Veermani Salai, Lakshman Nagar, Kandanchavadi, Perungudi, Chennai",Perungudi,"['Biryani', ' Chinese']",Invalid,250,3.1,8,3.6,251,"['Home Delivery', 'Indoor Seating']"
Classic Shakes," 2, 138, Vengaivasal Main Road, Santhosapuram, Medavakkam, Chennai",Medavakkam,"['Beverages', ' Fast Food']",Invalid,300,None,Does not offer Dining,3.4,129,['Home Delivery']
Panju Mithai," 1/260, Vandalur-Kelambakkam Road, Kelambakkam, Chennai",Kelambakkam,"['Mithai', ' Street Food', ' Beverages']",Invalid,200,None,Not enough Dining Reviews,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
TAC's Biriyani," Abdul Razzak Street, New Market Nagar, Tambaram, Chennai",Tambaram,"['Andhra', ' Chinese', ' North Indian', ' Kebab']",Invalid,500,None,Does not offer Dining,3.5,705,['Home Delivery']
Ammus Kitchen," 282, Ward 186, Burma Colony, 2nd Main Road, Perungudi Industrial Estate, Perungudi, Chennai",Perungudi,"['Mughlai', ' Chinese']",Invalid,450,3.3,6,3.7,153,"['Home Delivery', 'Indoor Seating']"
Cake Express," 11 A, Mosque Street, 100 Feet Road, M.G.Nagar, Taramani, Chennai",Taramani,['Bakery'],Invalid,400,3.6,6,3.5,76,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Hotel Saravana Chettinad," Kelakottayur, VandalurKelambakkam Main Road, Vandalur, Chennai",Vandalur,"['Chettinad', ' South Indian']",Invalid,200,3.2,8,3.6,45,"['Home Delivery', 'Indoor Seating']"
Margherita Restaurant," 70/1B4, Shri Ram Residency, Manapakkam Main Road, Porur, Chennai",Porur,"['Fast Food', ' Beverages']",Invalid,350,3.3,7,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating']"
First Moment Burger Shop," 256, Elumalai Salai Street, Vaithiyalingam Nagar, Nanmangalam, Kovilambakkam, Medavakkam, Chennai",Medavakkam,"['Sandwich', ' Fast Food']",Invalid,300,3.4,8,3.5,35,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Momo Kings," 2/72, Nehru Street, Navallur, Chennai",Navallur,"['Momos', ' Chinese', ' Beverages']",Invalid,200,3.5,7,3.8,104,"['Home Delivery', 'Indoor Seating']"
Garden Restaurant," Sri Ramachandra Medical College Campus, Porur, Chennai",Porur,"['Chinese', ' North Indian', ' South Indian']",Invalid,300,3.2,7,None,Does not offer Delivery,"['Free Parking', 'Outdoor Seating']"
Sri Sakthi Saravana Restaurant," Hotel Milestonnez, Santhavelur, Sunguvarchatram, Poonamalle, Chennai","Hotel Milestonnez, Kanchipuram District","['North Indian', ' South Indian', ' Fast Food']",Invalid,400,2.8,6,None,Does not offer Delivery,"['Breakfast', 'Indoor Seating']"
Pal Restaurant," 10, TVS Nagar Main Road, Balaji Nagar, Padi, Chennai",Ambattur,"['North Indian', ' Chinese']",Invalid,400,None,Not enough Dining Reviews,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']"
Hotel Srivatsan," 56, Station Road, Radha Nagar, Chromepet, Chennai",Chromepet,"['South Indian', ' Chinese']",Invalid,200,2.9,8,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Amaravathi - Banyan Hotel," 390, Bangalore Trunk Road, Varadharajapuram, Nazarethpettai, Poonamalle, Chennai",Poonamalle,"['South Indian', ' Chinese', ' Biryani']",Invalid,800,2.9,5,None,Does not offer Delivery,"['Indoor Seating', 'Free Wifi', 'Free Parking']"
Kanchi Bhavan," 39, Mambakkam, Opposite Saint Gobain, Sriperumbudur, Poonamalle, Chennai",Poonamalle,['South Indian'],Invalid,500,2,4,None,Does not offer Delivery,"['Vegetarian Only', 'Indoor Seating']"
Star Thalappakattu Biriyani," 65, Millers Road, Kilpauk, Chennai",Kilpauk,"['Biryani', ' Chinese']",Invalid,300,3,9,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']"
Rams Corner," 24/4, Thiru Nagar Colony, Gandhi Nagar, Vadapalani, Chennai",Vadapalani,['Fast Food'],Invalid,150,None,Does not offer Dining,None,Not enough Delivery Reviews,['Home Delivery']
Cafe Jus Graveez," 26, BRR Nagar, Near Old Ration Shop, Ambattur, Chennai",Ambattur,"['South Indian', ' North Indian']",Invalid,350,3,10,3.6,102,"['Home Delivery', 'Indoor Seating', 'Free Parking']"
Jude's Bistro," 37, Santhome High Road, Santhome, Chennai",Santhome,['Cafe'],Invalid,600,2.8,6,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Wifi']"
Fuel Cafeteria," Bilal Masjid Complex, East Coast Road, Kanathur, Chennai",Kanathur,"['Fast Food', ' Continental', ' Juices']",Invalid,400,3.3,6,None,Does not offer Delivery,['Indoor Seating']
Highway Burger," 123, P. V. Vaithiyalingam Road, Mallika Nagar, Thiruvalluvar Nagar, Pallavaram, Chennai",Pallavaram,"['Burger', ' Sandwich', ' Fast Food']",Invalid,300,3.3,5,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']"
Hungrile," 4, Lakshmi Colony, Gnanamoorthy Nagar, Ambattur, Chennai",Ambattur,"['Biryani', ' Chinese', ' Arabian']",Invalid,500,3.5,10,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']"
Burma Atho Square," GV Tower, Bharathi Salai, Mogappair, Chennai",Mogappair,['Burmese'],Invalid,350,3.4,12,None,Not enough Delivery Reviews,"['Home Delivery', 'Outdoor Seating']"
Lassi Cream," 19, Dr. Besant Road, Royapettah, Chennai",Royapettah,"['Beverages', ' Ice Cream']",Invalid,150,3.2,7,3.9,146,"['Home Delivery', 'Indoor Seating']"
Vappa Briyani House," 65, Thiruvengadam Nagar, 2nd Street, Kandanchavadi, Perungudi, Chennai",Perungudi,['Biryani'],Invalid,300,3.4,8,None,Does not offer Delivery,['Indoor Seating']
Kalligudi Subbaiya Mess," 14, Madurai Devar Hotel, Arcot Road, Virugambakkam, Chennai",Virugambakkam,"['South Indian', ' Chettinad', ' Fast Food']",Invalid,300,None,Does not offer Dining,3.9,49,"['Breakfast', 'Home Delivery']"
Sri Hari Bhavan Veg Restaurant," 62/24, VSM Garden Street, West Saidapet, West Jafferkhanpet, West Mambalam, Chennai",West Mambalam,"['North Indian', ' Fast Food']",Invalid,300,2.1,7,3.4,194,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Sizzling Point," 1, Thiruvenkadam 1st Cross Street, MGR Road, Kandanchavadi, Perungudi, Chennai",Perungudi,"['Chinese', ' Biryani', ' Fast Food']",Invalid,300,2,4,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']"
Fish Zone," 108, New Colony, 1st Main Road, Porur, Chennai",Porur,"['Seafood', ' South Indian']",Invalid,350,3.4,8,3.2,153,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Mista Deli - Turyaa Chennai," 144/7, OMR, Rajiv Gandhi Salai, Kandanchavadi,Perungudi, Chennai",Turyaa Chennai ,"['Cafe', ' Desserts']",Invalid,450,2.9,6,None,Does not offer Delivery,"['Valet Parking Available', 'Wifi', 'Table reservation required', 'Buffet', 'Indoor Seating', 'Desserts and Bakes']"
My Deli - WelcomHotel," Welcom Hotel, 10, Cathedral Road, Gopalapuram, Chennai","WelcomHotel, RK Salai (Cathedral Road)","['Bakery', ' Fast Food', ' Beverages']",Invalid,400,3.8,9,None,Does not offer Delivery,"['Breakfast', 'Wheelchair Accessible', 'Indoor Seating', '4/5 Star']"
The Pirates Barbeque," Plot 5, Sholinganalur Road, Kailash Nagar, Medavakkam, Chennai",Medavakkam,"['BBQ', ' Mexican']",Invalid,200,3.5,8,None,Not enough Delivery Reviews,"['Home Delivery', 'Outdoor Seating']"
Paramacharya Foods," Plot 2A, 4, 5th Cross Street, Ganesh Nagar, Madipakkam, Chennai, Chennai",Madipakkam,['South Indian'],Invalid,300,None,Does not offer Dining,2.8,46,"['Breakfast', 'Delivery Only']"
Om Shree Ganesh Chettinad Hotel," 1/376, GNT Road, Chenkundram, Red Hills, Chennai",Red Hills,"['Chinese', ' Chettinad', ' South Indian']",Invalid,500,None,Does not offer Dining,4.1,324,"['Breakfast', 'Home Delivery', 'Standing Tables']"
Patti Vedu," Plot 72/73, Ramakrishnapuram, Chitlapakkam, 3rd Main Road, Tambaram, Chennai",Tambaram,['South Indian'],Invalid,100,None,Does not offer Dining,3.7,106,"['Breakfast', 'Delivery Only']"
Come And Dine," 26, SSV Koil Street, Perambur, Chennai",Perambur,"['South Indian', ' Chinese']",Invalid,350,3.2,7,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']"
iFoodBox.in," 282/B, 3rd Cross Street, Nehru Nagar, Perungudi, Chennai",Perungudi,"['South Indian', ' Fast Food']",Invalid,200,None,Does not offer Dining,3.9,30,"['Breakfast', 'Home Delivery']"
The Fat Panda," 23, JK Complex, Sholinganallur, Chennai",Sholinganallur,['Chinese'],Invalid,250,None,Does not offer Dining,3.4,243,"['Home Delivery', 'Standing Tables']"
Hotel Srivatsan," 56, Station Road, Radha Nagar, Chromepet, Chennai",Chromepet,"['South Indian', ' North Indian']",Invalid,150,3.2,7,4,291,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']"
