Name,Location,country,Price for 2,Dining Rating,Delivery Rating,food,Dining Rating Count
Disco Chetinad Restaurant,Potheri,Dessert,500,3.2,4.1,Cookie Donut ,249
Cream Story,Ekkaduthangal,Korean,600,4.2,4.0,Bibimbap Tteokbokki ,180
Ya Rahman Briyani,Medavakkam,Western,400,3.8,3.5,Steak Steak ,236
China Xpress Restaurant,Ramapuram,Chinese,450,3.4,3.5,Dimsum Dumplings ,202
FB Cakes N Sweets,Karapakkam,Japanese,500,3.8,4.0,Ramen Omuraisu ,198
Dwarka,Gopalapuram,Dessert,800,3.9,3.6,Donut Donut ,143
Pabrai's Fresh and Naturelle Ice Creams,Besant Nagar,Chinese,200,4.0,4.1,Wontons Dimsum ,145
Faizee,Ramapuram,Dessert,1000,3.6,4.2,Cupcake Brownies ,166
Milkie Mustache,Perambur,Japanese,300,4.1,4.2,Ramen Omuraisu ,182
Bottle Bees,Thuraipakkam,Japanese,1700,3.7,3.7,Ramen Omuraisu ,105
Sathyam Cinemas,"Sathyam Cinemas Complex, Royapettah",Chinese,300,4.3,4.4,Wontons Wontons ,241
Viswanathan Chettinadu Hotel,Mylapore,Dessert,300,4.1,4.1,Donut Brownies ,217
The Shack @ Elliots,Besant Nagar,Western,700,3.9,3.9,Salad Pizza ,132
The Chennai Sandwich Shop,Ramapuram,Dessert,400,4.0,3.1,Cupcake Brownies ,230
Silver Spoon,Anna Nagar East,Chinese,700,4.0,4.3,Dimsum Wontons ,110
Chidambaram New Moorthy Cafe,Anna Nagar West,Korean,500,4.1,4.3,Tteokbokki Bulgogi ,192
Kalpaka Restaurant,Royapettah,Japanese,500,3.6,4.3,Omuraisu Omuraisu ,210
Ulta Tawa,Anna Nagar East,Western,550,4.0,4.2,Sandwich Steak ,176
The Track,Kotturpuram,Korean,550,3.7,4.1,Tteokbokki Japche ,205
Karan Ka Dhaba,Tambaram,Japanese,500,3.7,3.5,Tempura Tempura ,209
Ambrocia's,Vandalur,Western,400,4.0,4.0,Pizza Pizza ,229
Hotel Saravana Bhavan,Navallur,Dessert,500,2.7,3.3,Donut Cookie ,187
Geetha Cafe,T. Nagar,Western,350,3.9,3.7,Pizza Hamburger ,184
Meat And Eat,Ambattur,Dessert,350,3.5,3.9,Cupcake Brownies ,228
Fabcafe By Fabindia,Besant Nagar,Chinese,1200,4.0,4.0,Wontons Dimsum ,113
Hyderabadi Nizaam Biriyani,Perambur,Japanese,500,3.9,3.5,Omuraisu Ramen ,254
King Sandwich,Kodambakkam,Western,350,3.9,4.2,Sandwich Pizza ,180
99 Pancakes,Besant Nagar,Japanese,300,4.0,4.3,Udon Omuraisu ,165
Moz Burger,Ekkaduthangal,Korean,350,3.7,4.1,Tteokbokki Bulgogi ,141
Kabul,Mylapore,Western,1100,3.8,4.2,Sandwich Salad ,198
Apoorva's Sangeetha Veg,Aminijikarai,Chinese,450,3.4,3.9,Wontons Dimsum ,174
Tic Tac,T. Nagar,Western,500,4.0,4.1,Pizza Salad ,197
Bamboo Shoot Restaurant,Velachery,Japanese,600,3.4,3.3,Donburi Ramen ,210
Tuck Shop Gourmet,Egmore,Chinese,500,3.3,3.8,Dimsum Dumplings ,64
FoodWalk - Flavours Of Lanka,Mogappair,Japanese,800,3.7,3.8,Udon Donburi ,102
Chaska Food Truck,Thiruvanmiyur,Korean,250,4.1,3.9,Japche Japche ,190
Baristo Brew,Nungambakkam,Korean,700,3.3,3.6,Japche Tteokbokki ,210
Hotel Hi Light,Perungudi,Dessert,400,3.8,4.0,Donut Cupcake ,225
Shake N Score,T. Nagar,Japanese,400,4.1,4.2,Udon Ramen ,199
Al Arabian Delights,Sholinganallur,Western,400,3.8,3.8,Steak Salad ,248
Madurai Sri Thevar Hotel,T. Nagar,Chinese,300,3.3,3.7,Dumplings Dimsum ,90
Grand Kitchenz,Park Town,Dessert,500,3.9,3.5,Cupcake Cupcake ,213
Zafar Biryani,Tambaram,Western,700,3.8,3.7,Salad Steak ,196
Dawat Biriyani,Potheri,Japanese,600,3.7,3.9,Omuraisu Ramen ,243
The ChopHouse At Dominici's,Potheri,Western,650,3.7,3.2,Steak Salad ,194
SRM Chettinad Hotel,GST Road,Korean,300,3.9,3.9,Tteokbokki Bulgogi ,203
Al Madina Restaurant,Tambaram,Korean,400,3.8,3.6,Japche Tteokbokki ,239
Kebab It,Besant Nagar,Korean,500,4.0,4.0,Tteokbokki Japche ,170
Pupils Kitchen,Ramapuram,Chinese,400,3.6,3.5,Dumplings SpringRoll ,212
Madurai Sri Devar Hotel,Pallikaranai,Korean,500,3.5,3.3,Bulgogi Bibimbap ,195
Bilal Biriyani,Pallavaram,Korean,350,3.9,3.8,Bulgogi Bibimbap ,159
Baker's Cafe,Mylapore,Chinese,350,3.9,4.3,Dumplings Dumplings ,123
Hot Treat,George Town,Korean,450,3.6,3.3,Bibimbap Bibimbap ,182
Rotticious,Royapettah,Western,350,3.6,4.3,Hamburger Steak ,101
Chicago Pizza,Nungambakkam,Korean,600,2.9,2.4,Tteokbokki Bibimbap ,115
Barbecue World,Ambattur,Western,550,3.6,3.4,Hamburger Steak ,167
Ajnabi Mithaai,Alwarpet,Dessert,300,3.8,4.0,Brownies Cookie ,132
The Baker Ninja,Alwarpet,Korean,500,4.1,4.5,Bibimbap Bibimbap ,112
Fish 'n' Prawn,Arumbakkam,Western,550,3.6,3.8,Salad Salad ,162
Ruby,Taramani,Korean,550,3.8,3.5,Bulgogi Tteokbokki ,232
Sanabel Biryani Point,Anna Nagar East,Western,400,3.9,4.3,Hamburger Hamburger ,221
Tarts,Selaiyur,Western,500,3.9,3.9,Hamburger Steak ,131
Seasons,Selaiyur,Korean,700,3.6,4.0,Tteokbokki Japche ,205
i-Way Restaurant,Perungudi,Japanese,600,3.8,3.8,Udon Udon ,204
The Table,Anna Nagar East,Western,300,3.8,4.2,Salad Steak ,148
Hyssop,Chromepet,Western,650,3.9,4.2,Sandwich Steak ,187
Frontier Kitchen,T. Nagar,Japanese,800,4.0,4.0,Udon Sushi ,130
Hotel City Gate,Thiruvanmiyur,Chinese,550,2.5,4.1,Dimsum Dimsum ,194
CK's Bakery,Adyar,Western,350,3.9,4.2,Salad Steak ,89
Madurai Murugan Mess,Tambaram,Dessert,400,3.8,3.3,Cupcake Cupcake ,190
Stories Library Cafe,K.K. Nagar,Japanese,800,4.0,3.9,Tempura Omuraisu ,123
Hunger Square,Anna Nagar East,Dessert,500,3.8,4.4,Cupcake Donut ,142
Arabian Nights,Ambattur,Chinese,250,3.7,3.6,Dumplings Dumplings ,105
Masaledaar Urban Rasoi,Perungudi,Korean,400,4.0,4.0,Bibimbap Japche ,107
Aachi Biriyani,Pallikaranai,Dessert,450,3.8,3.7,Donut Brownies ,218
The Creams,Ambattur,Japanese,400,3.9,4.1,Ramen Tempura ,180
Thamburan,Sholinganallur,Chinese,150,3.7,3.8,Dumplings Dimsum ,203
Snow Cube,Madipakkam,Chinese,150,3.7,3.7,SpringRoll SpringRoll ,133
Malabar Kitchen,Velachery,Korean,400,3.9,4.2,Bulgogi Japche ,152
Kings Kulfi & Natural Ice Cream,Velachery,Western,300,4.0,4.0,Salad Steak ,184
Tasty Pizza,Ramapuram,Western,500,3.0,3.7,Pizza Sandwich ,157
Hatimy's,George Town,Western,550,4.2,4.3,Salad Pizza ,155
Hotel Shiva Sagar,Vepery,Dessert,600,3.5,4.3,Cookie Donut ,149
Kebab Street,Kilpauk,Japanese,550,3.6,3.7,Sushi Sushi ,159
Adithya's Chettinadu Restaurant,Tambaram,Western,900,3.7,3.8,Steak Hamburger ,169
Doveton Cafe,Purasavakkam,Japanese,400,3.8,4.1,Omuraisu Ramen ,176
India Gate,Thuraipakkam,Japanese,700,2.4,3.1,Sushi Tempura ,212
Asima Briyani Multicuisine Restaurant,Vadapalani,Korean,700,3.7,4.2,Bulgogi Japche ,138
Sri Madhavan Mess,Kolathur,Dessert,400,3.9,4.1,Cupcake Cookie ,204
Andhra Annam,"OMR Food Street, Kandanchavadi",Korean,350,3.8,3.5,Bulgogi Bibimbap ,112
Hotel Raaj Bhaavan,Nungambakkam,Japanese,600,3.8,4.1,Udon Omuraisu ,161
Sri Ganesh Bhavan,Anna Nagar West,Western,300,3.9,4.4,Salad Salad ,204
Juice Forest,Kodambakkam,Dessert,250,3.7,4.3,Donut Cookie ,140
Foodtopia Bistro,Mogappair,Korean,300,4.0,3.6,Bulgogi Bibimbap ,214
The Delhi Dhaba,Kilpauk,Chinese,300,3.0,4.0,Wontons Dimsum ,110
Al Zaman Restauant,Mogappair,Japanese,700,3.9,3.8,Udon Donburi ,132
Waffles Hut,Ambattur,Western,300,3.8,3.9,Hamburger Pizza ,163
Keventers - Milkshakes & Ice Creams,"Phoenix Market City, Velachery",Japanese,400,3.6,4.3,Omuraisu Ramen ,151
Althaf Food Court,Saidapet,Chinese,300,3.9,4.2,Wontons Dimsum ,198
Godavari Andhra Mess,GST Road,Chinese,200,3.9,3.6,Dumplings Dumplings ,128
Kailash Parbat,Adyar,Chinese,600,4.1,3.9,Dimsum SpringRoll ,116
Ambur Royal Biriyani,Karapakkam,Western,350,3.7,4.0,Steak Sandwich ,142
U & Me Yummy,Sowcarpet,Chinese,300,3.9,3.9,Wontons Wontons ,173
Adyar Treat Restaurant,Adyar,Western,450,4.0,4.3,Pizza Pizza ,168
Yadu Andhra Mess,Mylapore,Western,250,4.0,3.8,Salad Steak ,161
Pizza Cottage,George Town,Western,500,3.3,3.9,Hamburger Sandwich ,181
Thiruvanmiyur Bismi Biriyani,Madipakkam,Japanese,450,3.1,3.4,Omuraisu Sushi ,145
Navrang,Royapettah,Japanese,550,3.7,4.1,Udon Tempura ,143
Chai Waale,Anna Nagar East,Western,200,4.0,4.2,Steak Pizza ,127
Desi Street,Anna Nagar East,Korean,900,3.9,3.8,Bulgogi Japche ,72
Royal Restaurant,Vepery,Chinese,400,3.6,3.3,SpringRoll Wontons ,208
Chaat @ Adyar,Adyar,Dessert,200,3.6,3.9,Donut Donut ,153
Hemanth Chats,Vepery,Japanese,200,3.9,4.1,Sushi Sushi ,181
Mirchi Indian Bistro,Perungudi,Dessert,500,4.0,4.1,Cookie Cookie ,122
Jaipurya - The Desi Gourmet,Egmore,Western,350,3.9,4.2,Steak Salad ,108
La Castle,Anna Nagar West,Western,600,2.6,4.1,Salad Pizza ,148
Aruna Bhavan Hotel,Sholinganallur,Chinese,400,3.3,3.6,Wontons Dumplings ,150
Sri Krishna Hot Spot,Adyar,Chinese,350,4.0,3.8,SpringRoll Dumplings ,169
MilkyWay,Egmore,Western,350,3.8,4.0,Steak Salad ,144
Batter,Alwarpet,Western,200,4.0,4.1,Steak Pizza ,133
Madurai Kannappar Chettinadu Restaurant,Porur,Dessert,500,2.4,3.8,Cookie Cookie ,176
Dosart,Kilpauk,Dessert,300,3.8,3.3,Brownies Cookie ,168
Cakes and Berrys,Porur,Japanese,150,4.0,4.4,Sushi Sushi ,140
TN22 Biryani,Thiruvanmiyur,Chinese,600,3.9,3.8,Wontons SpringRoll ,143
Rasoee,Kilpauk,Western,300,3.8,4.0,Pizza Steak ,160
Hotel Hollywood,Kodambakkam,Chinese,500,3.8,3.9,Dimsum Wontons ,181
Famous Biryani,Selaiyur,Japanese,650,3.9,3.8,Ramen Udon ,193
Madras Takkar,Madipakkam,Chinese,300,3.9,3.7,Dimsum Dimsum ,180
Malabar Camboose,"OMR Food Street, Navallur",Dessert,550,3.7,3.7,Brownies Brownies ,145
The Grand Sweets and Snacks,Adyar,Western,250,3.7,4.0,Pizza Steak ,137
Noodle Bowl,"Ambit IT Park, Ambattur",Japanese,450,3.8,3.8,Sushi Udon ,181
Yellow Panda,Taramani,Dessert,600,3.9,3.8,Cookie Cookie ,151
Thalassery Corner Thattukada,Velachery,Japanese,400,3.6,3.8,Donburi Tempura ,121
VB Heritage By Namma Veedu Vasanta Bhavan,Mylapore,Dessert,500,3.8,3.8,Cupcake Brownies ,115
Chicking,Nungambakkam,Korean,350,3.3,4.3,Japche Tteokbokki ,157
Karim Biryani,Vepery,Western,300,3.8,4.0,Hamburger Pizza ,176
Harithakom,Tambaram,Western,700,3.1,3.8,Hamburger Salad ,172
Adaminde Thattukada,Besant Nagar,Western,500,3.6,3.8,Salad Steak ,137
Usthad Hotel,Karapakkam,Korean,350,4.0,3.9,Bulgogi Bibimbap ,189
Hotel Sri Lakshmi Sagar,Adyar,Western,300,4.0,4.1,Hamburger Sandwich ,138
Manna Veg Restaurant,Ramapuram,Western,200,3.7,3.6,Hamburger Salad ,173
Food Fieszta,Velachery,Chinese,500,3.4,3.6,Dimsum SpringRoll ,171
Coastline,Gopalapuram,Dessert,1000,3.1,3.5,Cookie Donut ,101
Kalpana Andhra Mess,Thuraipakkam,Japanese,350,3.8,3.7,Udon Tempura ,170
Roll Baby Roll,Alwarpet,Chinese,300,4.0,4.3,Dimsum SpringRoll ,180
Thangachi Ammal Unavagam,Thuraipakkam,Japanese,400,3.7,3.8,Udon Ramen ,168
Cake Waves,Saligramam,Western,500,3.8,4.4,Steak Steak ,91
Cream & Pizza,Perungudi,Korean,500,3.2,3.4,Bulgogi Bulgogi ,82
Cream World,Ashok Nagar,Dessert,350,3.6,3.7,Donut Donut ,107
Yaa Kebab,Saligramam,Japanese,600,3.3,3.9,Ramen Omuraisu ,117
Chop Chop BBQ & Grill,Porur,Chinese,450,3.7,3.7,Dimsum Dumplings ,140
Sandwich Hub By Anika Foods,Kilpauk,Japanese,300,4.1,4.3,Udon Ramen ,162
NYPFC - New York Pizza & Fried Chicken,Royapuram,Korean,500,3.2,4.0,Bulgogi Japche ,168
Tasty China,Porur,Japanese,800,3.7,3.5,Sushi Udon ,118
Jack N Jill,Anna Nagar East,Dessert,400,3.3,3.8,Brownies Cookie ,129
Green Dot Cheesecake,Nungambakkam,Korean,200,3.1,3.9,Bibimbap Bibimbap ,100
North East Multi Kitchen,Choolaimedu,Korean,350,3.6,3.6,Japche Bibimbap ,108
Baker's Code Cafe,Thuraipakkam,Chinese,350,3.2,3.4,Dumplings Dimsum ,130
Sulthan's Biryani,Ashok Nagar,Dessert,600,3.6,3.9,Cupcake Cookie ,122
Bakers Cottage,Anna Nagar East,Western,200,3.6,4.2,Steak Salad ,108
Sri Ranga Bhavan,"Mahindra World City, Chengalpattu",Chinese,550,2.9,3.6,SpringRoll SpringRoll ,166
Tempteys,Navallur,Korean,350,4.0,3.8,Tteokbokki Tteokbokki ,123
Chai Ok Please,Potheri,Japanese,200,3.9,3.3,Ramen Tempura ,155
Dal Roti Express,Thiruvanmiyur,Western,200,3.4,3.5,Sandwich Steak ,165
Madurai Pandiyan Hotel,Ramapuram,Western,450,3.9,3.9,Hamburger Hamburger ,141
Gelato Vinto,Velachery,Western,450,3.8,3.8,Hamburger Hamburger ,98
Hotel Ananda,Teynampet,Japanese,250,4.0,4.3,Udon Udon ,158
Vasanta Bhavan,Anna Nagar East,Korean,500,3.8,3.8,Bibimbap Japche ,167
Kulfi House,Alwarpet,Japanese,200,3.8,4.1,Ramen Donburi ,76
Taste Of Malabar,Vadapalani,Korean,650,3.7,3.5,Bulgogi Bibimbap ,113
Falafel,Anna Nagar East,Korean,500,3.6,3.9,Japche Tteokbokki ,153
Anda Pav,Kilpauk,Chinese,200,4.0,4.2,Dimsum SpringRoll ,98
Jinga Dharbar,Maduravoyal,Chinese,800,3.8,3.5,SpringRoll Dimsum ,144
Punjabi Rasoi,Navallur,Korean,700,3.8,3.5,Bulgogi Bibimbap ,122
Punjabi Kitchen,Velachery,Western,400,3.4,3.6,Steak Salad ,155
Buhari Vintage Hotel,Kilpauk,Japanese,800,3.1,4.1,Donburi Omuraisu ,89
Sweetsoul Buddha Bowls,"Hotel Rajpark, Alwarpet",Chinese,1100,4.0,4.2,Dumplings Dimsum ,88
OKadey's,Alwarpet,Dessert,400,2.9,4.2,Cookie Cupcake ,137
Kottaram,Perungudi,Dessert,450,3.4,3.5,Brownies Donut ,139
Geeraas,Perungudi,Korean,300,2.8,3.6,Bibimbap Japche ,116
Hotel Sangamam,Ashok Nagar,Chinese,700,3.1,4.2,Dumplings Wontons ,157
Hotel Excellent,George Town,Dessert,500,3.9,4.1,Donut Brownies ,132
Cafe BURGERIN,Egmore,Western,500,3.6,3.9,Sandwich Salad ,96
Tharayil Kitchen,Perungudi,Dessert,400,3.8,3.5,Cookie Brownies ,140
Sri Paarvathi Bavan,Saligramam,Korean,450,3.3,4.1,Tteokbokki Bibimbap ,106
Hawker - Malaysian Parotta,Anna Nagar East,Western,500,3.5,3.7,Pizza Steak ,126
Hotel Sriraag,Vadapalani,Dessert,600,3.6,4.3,Cookie Donut ,128
Waffle Cart,Anna Nagar East,Chinese,150,4.0,4.2,Dimsum Dimsum ,113
Kalyana Biriyani,George Town,Dessert,450,3.9,4.0,Cookie Donut ,160
Pudhusu Restaurant,Selaiyur,Japanese,600,3.0,3.6,Donburi Sushi ,161
ChickBuns,Karapakkam,Korean,300,3.5,2.9,Tteokbokki Bulgogi ,150
Trattoria By Toscano,"VR Mall, Anna Nagar",Japanese,900,3.9,3.9,Tempura Tempura ,106
Berry 'n' Blossom,Nungambakkam,Western,350,3.6,4.3,Hamburger Sandwich ,66
Fried N Fries,GST Road,Chinese,300,3.8,4.0,SpringRoll Wontons ,137
Chettinese,Perungudi,Chinese,500,3.8,3.7,Dimsum Dimsum ,125
Masaledaar Dhaba,Saligramam,Dessert,600,3.8,4.3,Cookie Donut ,96
Gem Restaurant,Navallur,Korean,600,3.8,3.7,Bulgogi Bulgogi ,145
Hak Cafe,Kolathur,Dessert,200,3.8,3.9,Cupcake Cupcake ,132
Ajnabee Sweets,T. Nagar,Dessert,300,3.5,4.1,Cupcake Brownies ,87
Alm Pranavam Restaurant,Thiruvanmiyur,Chinese,200,3.9,4.0,Wontons Dumplings ,148
Midnight Express,Alwarpet,Western,400,2.5,3.8,Hamburger Hamburger ,140
Orion,Madipakkam,Western,650,3.0,3.9,Salad Pizza ,109
Hotel Brindavan,Vandalur,Japanese,350,3.2,3.4,Donburi Sushi ,158
Friends Fast Food,Egmore,Dessert,200,3.9,3.8,Brownies Cookie ,162
Nayeem Biryani Stall,Vepery,Chinese,250,3.9,3.7,SpringRoll Dimsum ,129
Sithiq Malaysian Parotta,Madipakkam,Korean,550,2.9,3.5,Bibimbap Tteokbokki ,106
Annanagar Vaishanava's - Thattu Idli Kadai,Anna Nagar East,Japanese,200,4.0,4.1,Omuraisu Tempura ,126
Buy The Way - The Take Away Cafe,Valasaravakkam,Dessert,300,3.8,3.7,Cookie Brownies ,88
Hotel Ya Rahman,Egatoor,Korean,450,3.7,3.5,Bulgogi Tteokbokki ,158
Hunger Game,Medavakkam,Korean,400,3.3,3.5,Japche Japche ,155
AB Food Paradise Restaurant,Sholinganallur,Dessert,300,3.4,3.7,Cupcake Donut ,155
Thug Life Cafe,Abhiramapuram,Dessert,200,3.9,4.1,Brownies Cupcake ,124
Ganga Sweets,Valasaravakkam,Dessert,300,3.6,4.3,Brownies Cookie ,87
Thanjavur Mess,West Mambalam,Chinese,200,3.9,4.1,Wontons SpringRoll ,130
Bubblewrap Waffle Co.,Nungambakkam,Western,450,3.9,3.9,Sandwich Salad ,74
Hotel Shree Mangalambiga,Ashok Nagar,Western,300,3.1,3.5,Hamburger Steak ,101
Les Croissants,Poonamalle,Western,400,3.6,4.1,Sandwich Hamburger ,99
Murukku Meesai Mess,Ambattur,Korean,500,3.6,4.0,Bulgogi Japche ,65
Street Foods By Punjab Grill,"Phoenix Market City, Velachery",Japanese,600,3.2,3.0,Omuraisu Udon ,104
Rajdhani Punjabi Dhaba,Thousand Lights,Japanese,500,2.4,2.9,Udon Donburi ,123
Arabian Grills & Kebabs,Ambattur,Korean,500,3.1,3.6,Tteokbokki Bibimbap ,131
Snofield,Gopalapuram,Japanese,300,3.9,3.9,Donburi Tempura ,88
Sri Akshayaas,Aminijikarai,Western,350,3.0,4.0,Hamburger Hamburger ,100
Blue Bay The Senior Chef,Palavakkam,Dessert,500,3.8,3.9,Donut Donut ,128
Ek Aur Paratha,Gopalapuram,Chinese,300,4.1,4.1,Dumplings Dumplings ,137
Nachiyar Authentic Chettinad Restaurant,Kolathur,Western,700,3.1,4.0,Pizza Sandwich ,136
Burma Square - OMR Food Street,Thuraipakkam,Dessert,250,3.3,3.6,Cupcake Brownies ,90
Thai Chettinadu Hotel,Aminijikarai,Chinese,200,3.2,3.7,Dimsum Dumplings ,131
Shake Nation,Anna Nagar West,Western,150,4.0,3.9,Sandwich Hamburger ,125
Murali Krishna Andhra Hotel,Anna Nagar East,Chinese,500,3.8,3.7,SpringRoll Wontons ,133
Pop That Question,Mogappair,Korean,400,3.7,3.9,Bibimbap Japche ,114
OYALO,Old Mahabalipuram Road (OMR),Western,450,3.7,3.3,Salad Salad ,135
Junia Cafe Express,Ramapuram,Japanese,250,3.8,3.6,Sushi Donburi ,142
Sri Krishna Sweets,T. Nagar,Dessert,250,3.6,3.9,Cupcake Donut ,95
Feastinn,Kilpauk,Japanese,300,3.9,3.9,Sushi Donburi ,101
Hotel Marina Park,Santhome,Western,700,2.6,3.8,Hamburger Pizza ,81
Sri Balaji Bhavan,GST Road,Korean,300,3.8,3.8,Bibimbap Tteokbokki ,132
Dindigul Rich Seeraga Samba Biryani Kadai,Madipakkam,Japanese,400,3.1,3.8,Sushi Sushi ,132
Cake Paradise,Ramapuram,Chinese,500,4.1,3.9,SpringRoll SpringRoll ,105
New Kebab Express,Taramani,Western,500,3.2,3.6,Hamburger Sandwich ,99
Amsavalli Bhavan,Anna Nagar West,Chinese,450,3.7,3.8,Dumplings Wontons ,118
Mabrook Restaurant,Sholinganallur,Western,450,3.0,3.5,Sandwich Salad ,131
Chennai Chat,Ashok Nagar,Japanese,400,3.8,4.0,Udon Donburi ,90
Cafe Adoniya,Chetpet,Japanese,650,3.4,3.9,Donburi Udon ,74
Hotel Metro Sagar,Saidapet,Chinese,600,3.3,4.0,SpringRoll Dumplings ,126
Auro Pizza,East Coast Road (ECR),Japanese,600,3.3,4.0,Sushi Udon ,76
Hotel Sudha,Egmore,Chinese,450,2.5,4.2,SpringRoll Wontons ,102
Nimi's Oven,Ashok Nagar,Japanese,450,3.9,4.2,Sushi Donburi ,100
Madurai Rajammal Mess,Neelangarai,Dessert,450,3.9,3.4,Cookie Donut ,93
The Brownie Studio,Ambattur,Korean,300,4.0,3.8,Bulgogi Japche ,128
Chendur,Saidapet,Dessert,650,3.9,3.8,Brownies Cookie ,116
Amirunnisa Biriyani,Triplicane,Chinese,250,3.5,4.0,Dumplings SpringRoll ,127
Rang Mahal,Purasavakkam,Japanese,800,3.7,3.9,Donburi Donburi ,118
Sri Kumaran Chettinadu Hotel,Thuraipakkam,Chinese,250,3.7,3.6,SpringRoll Dumplings ,133
Grill Idan,T. Nagar,Japanese,600,3.7,3.4,Donburi Tempura ,110
Adyar Bakery,Adyar,Dessert,300,3.5,4.2,Cupcake Brownies ,117
Mattkaa - Chaat Cafe,Mylapore,Korean,250,4.0,3.7,Japche Japche ,68
Hot Dosai,"OMR Food Street, Navallur",Dessert,450,3.5,3.9,Cookie Cookie ,117
Steakout,Anna Nagar East,Chinese,350,3.8,4.2,Dumplings Dimsum ,111
Aaram Restaurant,Valasaravakkam,Western,500,3.8,3.9,Hamburger Hamburger ,100
Igloo,Nungambakkam,Korean,250,2.4,3.1,Bulgogi Tteokbokki ,87
Madras Hotel,Ramapuram,Dessert,400,3.7,3.8,Donut Cookie ,108
Olala Halal Food Zone,GST Road,Dessert,400,3.7,3.9,Cookie Cookie ,146
Clay Pot Multi-Cuisine Restaurant,Navallur,Chinese,400,3.8,3.3,Wontons Dimsum ,139
Bharath Restaurant,"Gokulam Park Hotel, Ashok Nagar",Chinese,700,3.5,3.9,Dumplings Dumplings ,103
AL Maas Biryani,Nungambakkam,Korean,400,3.8,3.8,Bulgogi Bulgogi ,113
Nite Bite,Saidapet,Dessert,450,3.6,4.3,Cookie Cookie ,119
Hotel Milan,Velachery,Chinese,600,2.9,3.4,SpringRoll SpringRoll ,110
Sukha Nivas,Mylapore,Chinese,400,3.4,4.1,Dumplings Dimsum ,108
Yummy,Mogappair,Dessert,400,3.0,3.6,Cookie Donut ,124
Arya Bhavan,Kolathur,Japanese,450,3.3,4.0,Donburi Donburi ,104
Taj Restaurant,Poonamalle,Korean,400,3.8,4.0,Tteokbokki Tteokbokki ,122
The Bagel Pot,"OMR Food Street, Ambattur",Western,450,4.0,3.9,Hamburger Steak ,88
Food Track,Kodambakkam,Japanese,500,3.9,4.1,Omuraisu Sushi ,96
The Arab Station,"OMR Food Street, Navallur",Korean,200,3.8,4.2,Bulgogi Bulgogi ,103
Antidote,Anna Nagar East,Japanese,400,3.9,3.8,Sushi Udon ,104
Amaravathi,Akkarai,Chinese,600,3.0,3.2,SpringRoll Dumplings ,75
Marrybrown,Pallavaram,Chinese,500,2.6,3.9,Dimsum Wontons ,91
Bonfire,T. Nagar,Korean,500,3.7,3.6,Bibimbap Bibimbap ,96
Shree Lalithaa Bhavan,T. Nagar,Korean,450,3.9,3.6,Tteokbokki Japche ,116
Madrasapattinam,"Hotel Marina Inn, Egmore",Korean,500,3.7,3.9,Tteokbokki Bibimbap ,85
Balle Balle,Shenoy Nagar,Western,300,3.8,3.7,Sandwich Pizza ,83
Visitors Restaurant,T. Nagar,Korean,800,3.6,3.9,Bulgogi Tteokbokki ,114
Meenam,"Harrisons Hotel, Nungambakkam",Chinese,1100,3.7,3.9,Dimsum Dimsum ,90
Arabian Delights,Mogappair,Korean,500,2.7,3.6,Japche Bulgogi ,104
Sai Sandwich,Medavakkam,Dessert,250,3.8,3.6,Cupcake Brownies ,87
Hot Touch,George Town,Chinese,550,3.8,4.1,Dumplings Wontons ,123
Salem Thattu Vadai Kadai,K.K. Nagar,Western,350,3.4,4.1,Pizza Steak ,90
Juice'r rus,Nungambakkam,Korean,300,3.6,4.2,Bulgogi Bibimbap ,81
Rahman Biriyani,Old Mahabalipuram Road (OMR),Western,300,2.2,3.5,Steak Hamburger ,117
Zia Malaysian Parotta City,"OMR Food Street, Navallur",Western,500,3.4,3.4,Hamburger Steak ,73
Hot Drum,Kodambakkam,Dessert,500,3.4,4.0,Cupcake Cookie ,93
GK Veg Restaurant,Tambaram,Japanese,200,2.5,3.8,Sushi Udon ,109
Cane Twist,Velachery,Chinese,200,4.0,3.9,Dumplings SpringRoll ,82
Hotel Chaitra,Mylapore,Dessert,200,3.6,4.2,Brownies Cookie ,112
Paarambariyas Traditional Veg Restaurant,Thiruvanmiyur,Japanese,150,3.9,4.2,Ramen Tempura ,95
Cake Park,T. Nagar,Korean,400,3.7,4.3,Japche Tteokbokki ,73
Tulsi Foods,Mylapore,Chinese,400,3.8,3.8,Dimsum Dumplings ,102
Al Sharjah,Mogappair,Western,650,3.0,4.0,Pizza Steak ,88
Milda Naturals,Anna Nagar East,Japanese,300,3.8,3.9,Ramen Sushi ,79
Jayruka Delicacies,Anna Nagar West,Western,400,4.1,3.8,Salad Steak ,103
Pandiaas Multi Cuisine Restaurant,Navallur,Chinese,500,3.1,3.8,Dumplings Dumplings ,74
BBQ Ride,"OMR Food Street, Navallur",Japanese,200,3.6,4.0,Ramen Sushi ,78
Adyar Sree Bhavan,Adyar,Japanese,300,3.8,3.9,Omuraisu Udon ,98
The Rock N Roll Cafe,Potheri,Chinese,550,3.9,3.8,Wontons Dumplings ,84
Nivedhanam Veg International,Mylapore,Japanese,550,3.1,3.9,Sushi Omuraisu ,99
Neyyar,St. Thomas Mount,Korean,600,3.0,3.6,Japche Bibimbap ,61
Biryani Culture,"OMR Food Street,Thuraipakkam",Japanese,500,2.9,3.6,Omuraisu Udon ,101
